BemisCode,SessionId,SchoolName,District,Tehsil,SubTehsil,UC,WardName,WardNo,VillageName,NA,PA,ClusterBemiscode,ClusterName,ClusterDDOCode,SchoolContactNo,ClusterFeedingSchoolsPrimary,ClusterFeedingSchoolsMiddle,Location,Zone,Shift,Gender,SchoolLevel,FunctionalStatus,ReasonOfNonFunctional,DisableStudentsInSchool,IfYesThenMentionFacilities,RampforStudentsOrTeachers,Building,SchoolOwnedBy,BuildingStructure,BuildingCondition,SpaceForNewRooms,NoOfRoomsWithWindowsAndVantilation,ProperSeverageSystem,WaterFacilityInToilets,BoundaryWall,BoundaryWallStructure,BoundaryWallCondition,PlayGround,ElectricityInArea,ElectricityInSchool,IfYesThenNametheSourceElectricity,IfNoThenGiveTheDistanceOfNearestPoll,GasInArea,GasInSchool,IfYesThenNametheSourceGas,GovtDrinkingWaterScheme,DrinkingWaterAtSchool,SourceOfWater,WaterTank,IfNoThenGiveTheDistanceOfNearestWaterSource,TelephoneAvailabe,FunctionStatusTelephone,ClosedReasonTelephone,InternetAvailabe,FunctionStatusInternet,ClosedReasonInternet,ScienceLab,FunctionStatusScienceLab,ClosedReasonScienceLab,ComputerLab,LibraryAvailable,CleaningResponsibility,WashbasinAvailable,WaterforWashBasin,SoapForWashBasin,CleaningCycleOfWashBasin,TeacherUsesTeachingMeterialOnHealth,MajorDiseaseCauseForAbsentism,FirstaidKit,TrainingOnFirstAidKit,InspectionOfCleaning,SeprateRoomForECE,FullTimeTeacherForECE,TrendExtraCracularActivity,Activity1,AudioAndVideoEquipment,TeacherUsesAudioAndVideoEquipment,TrainingOnMHMKits,MHMKitsAtSchool,PTSMC,PTSMCParticipatedInAnyActivityCurrentYear,NumberOfMeetingsConducted,MeetingRecordesAvailable,ChildOfPTSMCMembersAreEnrolled,AnySDPFormPTSMCLast3Years,ExaminationHall,NumberOfVisitByEducationalManager,Kacha Room,Pakka Room,Kacha HMR,Pakka HMR,Kacha Clerk Office,Pakka Clerk Office,Kacha Hall,Pakka Hall,Kacha Staff Room,Pakka Staff Room,Kacha Guard Room,Pakka Guard Room,Kacha Toilet,Pakka Toilet,KachaSportsRoom,PakkaSportsRoom,KachaResourceCenter,PakkaResourceCenter,KBSch,KBSt,KGSch,KGSt,PBSch,PBSt,PGSch,PGSt,2BSch,2BSt,2GSch,2GSt,3BSch,3BSt,3GSch,3GSt,4BSch,4BSt,4GSch,4GSt,5BSch,5BSt,5GSch,5GSt,6BSch,6BSt,6GSch,6GSt,7BSch,7BSt,7GSch,7GSt,8BSch,8BSt,8GSch,8GSt,9BSch,9BSt,9GSch,9GSt,10BSch,10BSt,10GSch,10GSt,11BSch,11BSt,11GSch,11GSt,12BSch,12BSt,12GSch,12GSt,TotalSchoolProfileStudents,TotalStudentProfileEntered,SencTeaching,AppTeaching,Teaching Male,Teaching Female,TotalTeachingStaff,SencNonTeaching,AppNonTeaching,Nonteaching Male,Nonteaching Female,TotalNonTeachingStaff,Source,_xCord,_yCord
50015,9,GGPS KANOBAI SKARO RAGHA,PISHIN,KAREZAT,NANA SAHIB,GHARSHINAN,SAGRAN,6,KANBOBAI SKARO RAGHA,265,47,01357,GGHS GHARSHINAN,PI7104,03333856157,17,02,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,No,,,Dangerous Condition,Yes,0,No,No,No,,,No,Yes,No,,15|m,No,No,,No,No,Well,No,1|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,Yes,Yes,,,Yes,No,No,No,Yes,No,,2,,,,,,,,,,,,,,,,,,,2,2,5,5,1,1,2,2,1,1,3,3,,0,,0,0,0,4,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,18,18,2,2,0,2,2,,,0,0,0,EMIS,30.60487333,67.54570167
50016,9,GGPS SRA KHAIZAI,PISHIN,KAREZAT,NIL,GHARSHINAN,NIL,000,SRA KHAIZAI,265,47,10033,GGHS WARYA (ROD MULLAZAI),,03333996734,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,Yes,NIL,No,No,,,Dangerous Condition,Yes,0,No,No,No,,,No,No,No,,1|km,No,No,,Yes,No,Nothing,No,1|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,No,,No,Yes,No,,2,,,,,,,,,,,,,,,,,,,0,0,4,4,0,0,3,3,0,0,5,5,0,0,4,4,0,0,4,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,20,20,1,1,,,,,,,,,EMIS,30.55505678,67.5926462
50017,9,GGMIDS ZARI KARAIZ GAWAL,PISHIN,KAREZAT,KAREZAT,KHANAI (GOWAL),NIL,000,ZARI KAREZ GAWAL,265,47,01349,GGHS KHANAI BABA,,03098007479,02,,Rural,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,2,No,Yes,Yes,Pakka,Complete,Yes,Yes,No,,0|km,No,No,,No,Yes,Nothing,Yes,0|km,No,,,No,,,No,,,No,No,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,Yes,No,,No,Yes,No,No,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,11,12,9,1,1,3,3,8,7,5,6,4,4,10,10,6,6,12,12,5,5,9,9,0,0,4,4,0,0,6,6,0,0,9,9,,0,,0,,0,,0,,0,,0,,0,,0,102,102,5,4,0,5,5,,,0,0,0,EMIS,30.5349036,67.19916725
50018,9,GGPS SALEH MUHAMMAD,PISHIN,KAREZAT,NIL,BALOZAI,NIL,000,KILLI SLAEH MUHAMMAD,265,47,01356,GGHS BALOZAI,,000,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Donated,Pakka,Satisfactory ,Yes,3,Yes,Yes,Yes,Pakka,Complete,Yes,Yes,No,,0|km,No,No,,No,Yes,Nalka,Yes,0|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,Yes,Yes,No,No,Yes,,No,No,,,No,No,,No,Yes,No,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,14,0,0,4,4,0,0,4,4,1,1,2,2,,0,,0,1,2,2,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,28,28,1,1,0,1,1,,,0,0,0,EMIS,30.60872333,67.24320167
50019,9,GGPS CHURMI KAREZAT,PISHIN,KAREZAT,khanozai,KHUSHAB,nil,00,CHURMAI KAREZAT,265,47,01349,GGHS KHANAI BABA,,03138008672,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,2,No,No,Yes,Pakka,Complete,No,Yes,No,,1|km,No,No,,No,No,Nothing,Yes,500|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,Yes,Yes,,,Yes,Yes,,Yes,Yes,No,,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,9,9,2,2,4,4,2,2,3,3,,0,,0,1,1,5,5,0,0,3,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,31,31,2,2,0,2,2,,,0,0,0,EMIS,30.58410333,67.28081167
50020,9,GGPS KACH MEWALI,PISHIN,KAREZAT,NIL,BALOZAI,NIL,000,KILLI KACH MAWALI,265,47,01356,GGHS BALOZAI,,000,,,Rural,Winter,Single Shift,Girls,Primary,Non-Functional,,No,,No,Yes,Donated,Pakka,Need Repair,No,1,No,No,No,,,No,Yes,No,,0|km,No,No,,No,No,Nothing,No,0|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,Others,No,No,Yes,No,No,No,,No,No,,,No,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,30.58431346,67.21257777
50021,9,GGPS SHINA KHAWARA,PISHIN,KAREZAT,NIL,BALOZAI,000,000,SHINA KHAWARA,265,47,01356,GGHS BALOZAI,,000,,,Rural,Winter,Single Shift,Girls,Primary,Non-Functional,,No,,No,Yes,Donated,Pakka,Need Repair,No,1,No,No,No,,,No,Yes,No,,0|km,No,No,,No,No,Nothing,No,0|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,Others,No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,RTSM,30.57378939,67.1852689
50022,9,GGPS SPIN TANGI,PISHIN,KAREZAT,00,DILSORA/ CHURMIAN,00,00,AAAA,265,47,10030,GGHS CHURMIAN,,0,,,Rural,Winter,Single Shift,Girls,Primary,Non-Functional,,No,,No,No,,,,No,0,,No,No,,,No,No,No,,|km,No,No,,No,No,Well,No,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,RTSM,30.71332333,67.44756333
50023,9,GGMIDS SUR DAB SULEMANKHAIL,PISHIN,KAREZAT,BOSTAN,BOSTAN,SAIB KHAN,6,SUR DAB SULEMAN KHAIL,261,18,01348,GGHS BOSTAN,,03188214238,,,Rural,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,2,Yes,No,Yes,Pakka,Complete,Yes,Yes,No,QESCO,000|km,No,No,,Yes,Yes,Nalka,Yes,00|km,No,,,No,,,No,,,No,No,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,No,No,Yes,Yes,,No,Yes,No,No,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,5,4,4,4,6,6,3,3,2,2,3,3,4,4,3,3,1,2,1,1,2,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,36,37,1,1,0,2,2,,,0,0,0,EMIS,30.47647034,67.06917081
50024,9,GGPS ABDULLAH KHAN NIAZ MUHAMMAD,PISHIN,KAREZAT,PISHIN,BOSTAN,NIL,000,KILLI ABDULLAH KHAN,265,48,01250,GGHS YAROO,,000,,,Rural,Winter,Single Shift,Girls,Primary,Non-Functional,,No,,No,No,,,,Yes,0,No,No,No,,,No,Yes,No,,0|km,Yes,No,,Yes,No,Nothing,No,0|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,Others,No,No,No,No,No,No,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,RTSM,30.49601657,66.95939269
50025,9,GGPS MULLA KHAIL,PISHIN,KAREZAT,BOSTAN,BOSTAN,000,00,KILLI MULLA KHAIL,265,47,10756,GGHS MANZAKI BOSTAN,,000,,,Urban,Winter,Single Shift,Girls,Primary,Non-Functional,Teacher not available,No,,No,Yes,Donated,Mix,Need Repair,Yes,2,No,No,Yes,Mix,Need Repair,No,No,No,,2|km,No,No,,No,No,Well,No,2|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,EMIS,30.4342174,67.06837778
50026,9,GGPS AKA KHAIL,PISHIN,KAREZAT,KAREZAT,BOSTAN,00,00,KILLI AKA KHAIL,262,18,10756,GGHS MANZAKI BOSTAN,,00,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Donated,Kacha,Need Repair,Yes,0,No,No,No,,,No,No,No,,2|km,Yes,No,,No,No,Well,No,00|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,12,19,32,0,0,9,6,0,0,11,0,0,0,4,2,0,0,3,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,58,55,1,1,,,,,,,,,EMIS,30.44292247,67.08973896
50027,9,GGPS KILLI PANDO BADOZAI,PISHIN,HURAMZAI,PISHIN,TOR KHAIL BADEZAI,NIL,000,KILLI PANDO,265,48,10455,GGHS KARBALA,,000,,,Rural,Summar,Single Shift,Girls,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,No,No,Yes,Pakka,In-Complete,Yes,No,No,,5|km,No,No,,Yes,No,Nothing,No,6|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,RTSM,30.63693667,66.80229
50028,9,GGPS SULEMANZAI,PISHIN,SARANAN,SARANAN,M.C. SARANAN,0,0,KILLI SULEMANZAI,265,45,01231,GGHS HAKALZAI,,03447996207,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,No,,,Need Repair,No,0,No,No,No,,,No,Yes,No,QESCO,0|km,Yes,No,,No,No,Nothing,No,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,,No,No,,,Yes,,Yes,No,Yes,No,,0,,,,,,,,,,,,,,,,,,,2,0,9,6,2,4,7,7,2,2,5,6,2,2,1,2,0,0,2,2,0,0,4,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,36,35,1,1,0,1,1,,,0,0,0,RTSM,30.5538,66.85670333
50029,9,GGPS ZIARAT BATEZAI,PISHIN,SARANAN,SARANAN,M.C. SARANAN,0,0,KILLI ZIARAT BATEZAI,265,45,01231,GGHS HAKALZAI,,03485007187,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,2,Yes,No,Yes,Pakka,Need Repair,No,Yes,No,,60|m,Yes,No,,Yes,No,Nalka,Yes,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,No,Yes,,No,No,,,Yes,Yes,,No,No,No,,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,15,0,1,20,19,0,0,5,5,0,0,6,6,0,0,1,1,0,0,2,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,49,49,2,1,0,1,1,,,0,0,0,RTSM,30.57868333,66.904465
50030,9,GGPS ABDULLAH KHAN SARANAN,PISHIN,SARANAN,SARANAN,M.C. SARANAN,0,0,KILLI ABDULLAH KHAN,265,45,01231,GGHS HAKALZAI,,03327932386,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,Yes,Mix,Need Repair,Yes,Yes,No,QESCO,0|km,Yes,No,,Yes,No,Tubewell,Yes,|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,No,No,,,Yes,No,No,No,Yes,No,,2,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,7,39,38,0,0,24,23,0,0,6,9,1,0,8,9,0,0,4,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,89,90,2,2,0,1,1,,,0,0,0,RTSM,30.58424333,66.87117
50031,9,GGPS TOR KHAN TANGI,PISHIN,HURAMZAI,Huramzai,M.C. HURAMZAI,Manzari 2,08,KILLI TOR KHAN,265,49,10455,GGHS KARBALA,,03317271477,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Donated,Kacha,Need Repair,Yes,1,No,Yes,Yes,Mix,Need Repair,No,Yes,Yes,QESCO,0|km,Yes,No,,No,Yes,Nalka,Yes,0|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,No,No,,,Yes,Yes,Yes,Yes,Yes,No,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,18,18,0,0,8,8,0,0,8,8,0,0,5,5,0,0,6,6,0,0,3,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,51,51,1,1,0,2,2,,,0,0,0,EMIS,30.724265,66.98688
50032,9,GGPS MANZARI,PISHIN,HURAMZAI,huramzai,MANZARI-I,NIL,000,KILLI MANZARI,265,49,01232,GGHS HURAMZAI,,000,,,Rural,Summar,Single Shift,Girls,Primary,Non-Functional,Teacher not available,No,,No,Yes,Donated,Kacha,Need Repair,Yes,1,No,No,Yes,Mix,Complete,Yes,Yes,Yes,QESCO,0|km,No,No,,No,Yes,Tubewell,No,0|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,Malaria,No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,,Yes,Yes,No,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,RTSM,30.73662833,66.996135
50033,9,GGPS BEHRAM KHAN,PISHIN,HURAMZAI,Huramzai,MANZARI-I,NIL,000,KILLI BEHRAN KHAN,265,49,01232,GGHS HURAMZAI,,000,,,Rural,Summar,Single Shift,Girls,Primary,Non-Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,No,1,No,No,No,,,No,Yes,No,,50|m,No,No,,No,No,Well,No,|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,30.73231217,67.02249587
50034,9,GGPS BAND SHAKALZAI,PISHIN,PISHIN,PISHIN,MANZAKI,NIL,000,BAND SHAKAL KHAN,265,48,13314,GGHS MALAKZAI TORA SHAH,,000,,,Rural,Winter,Single Shift,Girls,Primary,Non-Functional,Population Migrated,No,,No,No,,,,No,0,,No,No,,,No,No,No,,|km,No,No,,No,No,Well,No,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,EMIS,30.68509586,67.05667262
50036,9,GGPS SIRAJ ABAD,PISHIN,PISHIN,NIL,MALIKYAR-I,NIL,000,SIRAJ ABAD,265,47,01356,GGHS BALOZAI,,03032618507,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,No,,,,No,0,No,No,No,,,No,Yes,No,,70|m,No,No,,No,No,Well,No,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,6,7,10,9,,0,,0,,0,,0,,0,,0,2,2,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,18,18,1,1,0,1,1,,,0,0,0,RTSM,30.64341167,67.34316833
50037,9,GGPS KILLI KHUDA-I-RAHIM,PISHIN,PISHIN,PISHIN,DUB KHANZAI,NIL,000,KILLI KHUDA-I- RAHEEM,265,48,01255,GGHSS PISHIN,,0000,,,Rural,Winter,Single Shift,Girls,Primary,Non-Functional,,No,,No,No,,,,No,0,,No,No,,,No,No,No,,|km,No,No,,No,No,Well,No,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,30.72041922,67.0767109
50038,9,GGPS ALI ABAD KAMALZAI,PISHIN,PISHIN,PISHIN,KAMALZAI,00,00,KILLI ALAI ABAD,265,48,13314,GGHS MALAK ZAI TORA SHAH,,03066546090,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Donated,Kacha,Dangerous Condition,No,1,Yes,No,Yes,Kacha,Need Repair,No,Yes,No,,1|km,Yes,No,,Yes,Yes,Nalka,Yes,0|km,,,,,,,,,,,,PTSMC,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,Yes,,,Yes,Yes,Yes,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,2,2,7,7,2,2,2,2,0,0,4,4,0,0,4,4,0,0,2,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,28,28,1,1,0,1,1,,,0,0,0,EMIS,30.68572762,67.13021152
50039,9,GGPS  WATH MEKHANZAI,PISHIN,PISHIN,pishin,NALI YASIN ZAI,00,00,WATH MEKHANZAI,265,48,09224,GGHS KATKAY ZAI,,0,,,Rural,Winter,Single Shift,Girls,Primary,Non-Functional,Shelterless Schools,No,,No,No,,,,No,0,,No,No,,,No,No,No,,|km,No,No,,No,No,Well,No,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,30.66256416,67.02760696
50040,9,GGPS NALI BRAHUZAI,PISHIN,PISHIN,PISHIN,NALI YASIN ZAI,00,00,KILLI BRAHUZAI,265,48,12719,GGHS MACHAN,,00,,,Rural,Summar,Single Shift,Girls,Primary,Non-Functional,Teacher not available,No,,No,No,,,,No,0,,No,No,,,No,No,No,,|km,No,No,,No,No,Well,No,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,RTSM,30.68554617,67.01806993
50041,9,GGMIDS MALEZAI BARAGHZAI,PISHIN,PISHIN,PISHIN,MALEZAI,00,00,KILLI MALEZAI,265,48,12719,GGHS MACHAN,,03013725744,,,Rural,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,Yes,Yes,Yes,Pakka,In-Complete,Yes,Yes,Yes,,0|km,Yes,No,,Yes,Yes,Nalka,Yes,0|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,Ghazayat Ki Kami,No,No,No,Yes,Yes,Yes,,No,No,,,No,Yes,,Yes,Yes,Yes,Yes,3,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,26,82,76,4,4,18,19,1,1,28,28,1,1,28,28,0,0,9,9,0,0,13,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,204,205,7,3,0,2,2,1,0,0,0,0,EMIS,30.67838667,66.96779667
50042,9,GGPS KILLI WALAT MEKHANZAI,PISHIN,PISHIN,PISHIN,NALI YASIN ZAI,NIL,000,KILLI WALAYAT,265,47,09224,GGHS KATKAYZAI,,03023401755,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,1,No,No,Yes,Pakka,Need Repair,Yes,Yes,No,,1|km,Yes,No,,No,Yes,Nothing,No,3|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,Yes,No,,,Yes,Yes,,No,Yes,No,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,21,0,0,7,7,1,1,6,6,0,0,1,1,0,0,4,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,42,42,1,1,0,1,1,,,0,0,0,EMIS,30.68092525,67.04201818
50043,9,GGPS SHAHI KOT KARABALA,PISHIN,PISHIN,pishin,KARBALA-I,00,00,SHAHI KOT KARBALA,265,47,10455,GGHS KARBALA,,03002374120,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,No,,,Need Repair,Yes,0,No,No,No,,,No,No,Yes,,200|m,No,No,,No,Yes,Well,Yes,000|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,,Yes,Yes,No,,2,,,,,,,,,,,,,,,,,,,8,8,2,2,7,7,3,3,8,8,4,4,4,4,7,7,1,1,2,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,46,46,2,1,0,1,1,,,0,0,0,EMIS,30.67594467,66.89788719
50044,9,GGPS KHAR BADEZAI,PISHIN,HURAMZAI,PISHIN,BADEZAI,0,0,KHAR BADEZAI,265,45,01231,GGHS HAKALZAI,,03067598233,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,2,Yes,No,Yes,Pakka,Complete,No,Yes,No,QESCO,0|km,Yes,No,,Yes,Yes,Nalka,Yes,|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,Yes,Yes,,,Yes,No,,No,No,No,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,14,0,1,22,21,0,0,17,17,0,0,22,22,0,0,14,12,0,0,8,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,97,95,1,1,0,2,2,,,0,0,0,RTSM,30.64050167,66.83985333
